"municipality_code","city","designation","city_resolution_status","city_mapping_flags","representative_postal_code","representative_postal_area","representative_dso_candidate_count","raw_dso_name_from_feed","canonical_operator_name","mapping_basis","monthly_fixed_fee_eur_vat_incl","energy_charge_cents_kwh_vat_incl_excl_electricity_tax","electricity_tax_included","tariff_name","power_charge_eur_kw_month","tariff_snapshot_created_at","comparison_published_at","tariff_status","price_available","tariff_source_url","comparison_source_url","city_source_url","postal_area_source_url","dso_feed_source_url","observed_municipality_dso_names","notes"
"905","Vaasa","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","65100","Vaasa Keskus","2","Herrfors Nät-Verkko Oy Ab","Herrfors Nät-Verkko Oy Ab","exact_feed_name_to_snapshot_name","13.57","3.93","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.herrforsnat.fi/fi/kotitaloudet/hinnastot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/vaasa","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Herrfors Nät-Verkko Oy Ab; Vaasan Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2025 tariff matches; prices exclude electricity tax and include VAT. Older but matching."
"905","Vaasa","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","65100","Vaasa Keskus","2","Vaasan Sähköverkko Oy","Vaasan Sähköverkko Oy","exact_feed_name_to_snapshot_name","11.51","4.83","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://www.vaasansahkoverkko.fi/sahkoverkko/hinnastot-ja-sopimusehdot/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/vaasa","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Herrfors Nät-Verkko Oy Ab; Vaasan Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official operator page located, but the exact 2026 3x25 A row was not extracted in this checkpoint. Unverified official match."
"908","Valkeakoski","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","37600","Valkeakoski Keskus","2","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/valkeakoski","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Koillis-Satakunnan Sähkö Oy; Valkeakosken Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"908","Valkeakoski","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","37600","Valkeakoski Keskus","2","Valkeakosken Energia Oy","Valkeakosken Energia Oy","exact_feed_name_to_snapshot_name","11.95","4.11","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","official_source_not_found","yes","","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/valkeakoski","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Koillis-Satakunnan Sähkö Oy; Valkeakosken Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: No official tariff PDF/page was confirmed in this pass. Official tariff not found."
"915","Varkaus","kaupunki","resolved_with_caveat","municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","78200","Varkaus Keskus","1","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/varkaus","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","PKS Sähkösiirto Oy; Savon Voima Verkko Oy","City mapping: municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"931","Viitasaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","44500","Viitasaari Keskus","2","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/viitasaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"931","Viitasaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","44500","Viitasaari Keskus","2","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/viitasaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"936","Virrat","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","34800","Virrat Keskus","3","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/virrat","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"936","Virrat","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","34800","Virrat Keskus","3","Koillis-Satakunnan Sähkö Oy","Koillis-Satakunnan Sähkö Oy","exact_feed_name_to_snapshot_name","21.12","5.12","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://ksat.fi/wp-content/uploads/2025/11/Toimitushinnasto-verkkopalvelu-1.1.2026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/virrat","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2026 tariff, VAT 25.5%, matching 3x25/1x35 general product. Matched."
"936","Virrat","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","34800","Virrat Keskus","3","Leppäkoski Group Oy","Leppäkosken Sähkö Oy","curated_alias_to_snapshot_name","21.56","4.86","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://leppakoski.fi/wp-content/uploads/2026/03/Verkkopalveluhinnasto-1.4.2026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/virrat","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.4.2026 3x25 A general-transfer values; VAT 25.5%, electricity tax separate. Matched."
"977","Ylivieska","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","84100","Ylivieska Keskus","3","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylivieska","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Herrfors Nät-Verkko Oy Ab; Verkko Korpela Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"977","Ylivieska","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","84100","Ylivieska Keskus","3","Herrfors Nät-Verkko Oy Ab","Herrfors Nät-Verkko Oy Ab","exact_feed_name_to_snapshot_name","13.57","3.93","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.herrforsnat.fi/fi/kotitaloudet/hinnastot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylivieska","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Herrfors Nät-Verkko Oy Ab; Verkko Korpela Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2025 tariff matches; prices exclude electricity tax and include VAT. Older but matching."
"977","Ylivieska","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","84100","Ylivieska Keskus","3","Verkko Korpela Oy","Verkko Korpela Oy","exact_feed_name_to_snapshot_name","12.78","4.15","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.korpelanvoima.fi/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylivieska","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Herrfors Nät-Verkko Oy Ab; Verkko Korpela Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Operator site now uses Korpelan Voima branding; the located 1.1.2026 PDF is the normalized operator's tariff and matches the comparison values. Matched, branding differs."
"980","Ylöjärvi","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","33470","Ylöjärvi Keskus","3","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylojarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy; Tampereen Energia Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"980","Ylöjärvi","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","33470","Ylöjärvi Keskus","3","Leppäkoski Group Oy","Leppäkosken Sähkö Oy","curated_alias_to_snapshot_name","21.56","4.86","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://leppakoski.fi/wp-content/uploads/2026/03/Verkkopalveluhinnasto-1.4.2026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylojarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy; Tampereen Energia Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.4.2026 3x25 A general-transfer values; VAT 25.5%, electricity tax separate. Matched."
"980","Ylöjärvi","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","33470","Ylöjärvi Keskus","3","Tampereen Energia Sähköverkko Oy","Tampereen Energia Sähköverkko Oy","exact_feed_name_to_snapshot_name","6.02","3.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.tampereensahkoverkko.fi/wp-content/uploads/sites/3/2026/03/taes_hinnasto_2026_hvm_01042026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/ylojarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Koillis-Satakunnan Sähkö Oy; Leppäkoski Group Oy; Tampereen Energia Sähköverkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 2026 tariff shows 3x25 A general values, VAT 25.5%; electricity tax separate. Matched."
